CarCount,CircuitId,DestinationStationCode,DirectionNum,LineCode,SecondsAtLocation,ServiceType,TrainId,retrieved_on,Track,SeqNum,StationCode,Time,StartTime,TripId
8,652,A15,1,RD,449,Normal,180,1469271814,1,388,B11,2016-07-23 07:03:34,2016-07-23 07:03:34,2016-07-23_17
6,2506,J03,2,BL,5,Normal,211,1469271844,2,350,G01,2016-07-23 07:04:04,2016-07-23 06:48:33,2016-07-23_8
6,976,E01,1,YL,5,Normal,193,1469271884,1,33,C12,2016-07-23 07:04:44,2016-07-23 06:58:34,2016-07-23_16
6,2487,J03,1,BL,0,Normal,203,1469271894,1,403,G05,2016-07-23 07:04:54,2016-07-23 07:04:54,2016-07-23_18
6,2537,N06,2,SV,0,Normal,327,1469271904,2,403,G03,2016-07-23 07:05:04,2016-07-23 06:56:23,2016-07-23_12
6,3370,N06,2,SV,0,Normal,202,1469271904,2,81,N02,2016-07-23 07:05:04,2016-07-23 06:58:03,2016-07-23_14
6,1670,K08,2,OR,0,Normal,201,1469271929,2,319,D11,2016-07-23 07:05:29,2016-07-23 06:51:48,2016-07-23_9
8,251,B11,1,RD,0,Normal,179,1469271939,2,42,A13,2016-07-23 07:05:39,2016-07-23 06:56:38,2016-07-23_13
6,2817,D13,1,OR,0,Normal,186,1469271974,1,44,K06,2016-07-23 07:06:14,2016-07-23 06:58:14,2016-07-23_15
6,2009,F11,2,GR,0,Normal,200,1469271984,2,237,E08,2016-07-23 07:06:24,2016-07-23 06:52:53,2016-07-23_11
6,2521,N06,2,SV,0,Normal,327,1469272024,2,387,G02,2016-07-23 07:07:04,2016-07-23 06:56:23,2016-07-23_12
6,3359,N06,2,SV,5,Normal,202,1469272044,2,70,N03,2016-07-23 07:07:24,2016-07-23 06:58:03,2016-07-23_14
8,846,A15,2,RD,5,Normal,180,1469272044,2,377,B10,2016-07-23 07:07:24,2016-07-23 07:03:34,2016-07-23_17
6,1657,K08,2,OR,5,Normal,201,1469272054,2,306,D10,2016-07-23 07:07:34,2016-07-23 06:51:48,2016-07-23_9
8,260,B11,1,RD,5,Normal,179,1469272099,2,51,A12,2016-07-23 07:08:19,2016-07-23 06:56:38,2016-07-23_13
6,1992,F11,2,GR,0,Normal,200,1469272124,2,220,E07,2016-07-23 07:08:44,2016-07-23 06:52:53,2016-07-23_11
6,1618,J03,2,BL,5,Normal,211,1469272134,2,321,D08,2016-07-23 07:08:54,2016-07-23 06:48:33,2016-07-23_8
6,944,C15,2,YL,30,Normal,208,1469272144,1,1,C15,2016-07-23 07:09:04,2016-07-23 07:09:04,2016-07-23_19
6,3352,N06,2,SV,5,Normal,202,1469272164,2,63,N04,2016-07-23 07:09:24,2016-07-23 06:58:03,2016-07-23_14
6,2844,D13,1,OR,5,Normal,186,1469272164,1,71,K05,2016-07-23 07:09:24,2016-07-23 06:58:14,2016-07-23_15
6,1643,K08,2,OR,5,Normal,201,1469272174,2,292,D09,2016-07-23 07:09:34,2016-07-23 06:51:48,2016-07-23_9
6,2506,N06,2,SV,5,Normal,327,1469272184,2,372,G01,2016-07-23 07:09:44,2016-07-23 06:56:23,2016-07-23_12
6,3214,G05,1,SV,5,Normal,181,1469272209,1,60,N04,2016-07-23 07:10:09,2016-07-23 06:16:51,2016-07-23_3
6,1010,E01,1,YL,5,Normal,193,1469272214,1,67,C10,2016-07-23 07:10:14,2016-07-23 06:58:34,2016-07-23_16
0,969,G05,1,BL,0,Normal,189,1469272214,1,74,C13,2016-07-23 07:10:14,2016-07-23 07:10:14,2016-07-23_20
8,828,A15,2,RD,5,Normal,180,1469272229,2,359,B09,2016-07-23 07:10:29,2016-07-23 07:03:34,2016-07-23_17
6,2709,J03,2,BL,10,Normal,212,1469272239,2,31,J02,2016-07-23 07:10:39,2016-07-23 07:10:39,2016-07-23_21
6,3155,G05,1,SV,5,Normal,192,1469272254,1,1,N06,2016-07-23 07:10:54,2016-07-23 07:10:54,2016-07-23_22
6,1610,J03,2,BL,0,Normal,211,1469272254,2,313,D07,2016-07-23 07:10:54,2016-07-23 06:48:33,2016-07-23_8
6,1911,E10,2,GR,5,Normal,196,1469272289,2,139,E01,2016-07-23 07:11:29,2016-07-23 07:11:29,2016-07-23_23
6,1024,E01,1,YL,0,Normal,193,1469272314,1,81,C09,2016-07-23 07:11:54,2016-07-23 06:58:34,2016-07-23_16
6,1971,F11,2,GR,5,Normal,200,1469272314,2,199,E06,2016-07-23 07:11:54,2016-07-23 06:52:53,2016-07-23_11
6,3221,G05,1,SV,5,Normal,181,1469272324,1,67,N03,2016-07-23 07:12:04,2016-07-23 06:16:51,2016-07-23_3
6,976,G05,1,BL,0,Normal,189,1469272324,1,81,C12,2016-07-23 07:12:04,2016-07-23 07:10:14,2016-07-23_20
6,1899,E10,2,GR,0,Normal,196,1469272334,2,127,F01,2016-07-23 07:12:14,2016-07-23 07:11:29,2016-07-23_23
8,80,B11,1,RD,0,Normal,179,1469272349,1,74,A11,2016-07-23 07:12:29,2016-07-23 06:56:38,2016-07-23_13
6,1598,J03,2,BL,5,Normal,211,1469272364,2,301,D06,2016-07-23 07:12:44,2016-07-23 06:48:33,2016-07-23_8
6,2118,E10,1,GR,10,Normal,214,1469272414,1,1,F11,2016-07-23 07:13:34,2016-07-23 07:13:34,2016-07-23_24
6,2376,E10,2,GR,5,Normal,196,1469272414,2,122,F02,2016-07-23 07:13:34,2016-07-23 07:11:29,2016-07-23_23
6,2679,G05,1,BL,15,Normal,187,1469272414,2,1,J03,2016-07-23 07:13:34,2016-07-23 07:13:34,2016-07-23_25
6,1036,E01,1,YL,5,Normal,193,1469272429,1,93,C08,2016-07-23 07:13:49,2016-07-23 06:58:34,2016-07-23_16
8,809,A15,2,RD,5,Normal,180,1469272429,2,340,B08,2016-07-23 07:13:49,2016-07-23 07:03:34,2016-07-23_17
6,1618,K08,2,OR,5,Normal,201,1469272429,2,267,D08,2016-07-23 07:13:49,2016-07-23 06:51:48,2016-07-23_9
6,1590,J03,2,BL,5,Normal,211,1469272464,2,293,D05,2016-07-23 07:14:24,2016-07-23 06:48:33,2016-07-23_8
6,3232,G05,1,SV,5,Normal,181,1469272474,1,78,N02,2016-07-23 07:14:34,2016-07-23 06:16:51,2016-07-23_3
6,1956,F11,2,GR,0,Normal,200,1469272489,2,184,E05,2016-07-23 07:14:49,2016-07-23 06:52:53,2016-07-23_11
6,2364,E10,2,GR,0,Normal,196,1469272495,2,110,F03,2016-07-23 07:14:55,2016-07-23 07:11:29,2016-07-23_23
6,1052,E01,1,YL,5,Normal,193,1469272515,1,109,C07,2016-07-23 07:15:15,2016-07-23 06:58:34,2016-07-23_16
6,2870,D13,1,OR,0,Normal,186,1469272515,1,97,K04,2016-07-23 07:15:15,2016-07-23 06:58:14,2016-07-23_15
6,1618,N06,2,SV,5,Normal,327,1469272525,2,343,D08,2016-07-23 07:15:25,2016-07-23 06:56:23,2016-07-23_12
8,868,A15,2,RD,51,Normal,215,1469272525,2,399,B11,2016-07-23 07:15:25,2016-07-23 07:15:25,2016-07-23_26
6,1610,K08,2,OR,0,Normal,201,1469272540,2,259,D07,2016-07-23 07:15:40,2016-07-23 06:51:48,2016-07-23_9
6,2604,J03,2,BL,5,Normal,212,1469272550,1,1,J03,2016-07-23 07:15:50,2016-07-23 07:10:39,2016-07-23_21
8,95,B11,1,RD,0,Normal,179,1469272555,1,89,A10,2016-07-23 07:15:55,2016-07-23 06:56:38,2016-07-23_13
6,1711,K08,2,OR,15,Normal,220,1469272555,2,360,D13,2016-07-23 07:15:55,2016-07-23 07:15:55,2016-07-23_27
6,1575,J03,2,BL,0,Normal,211,1469272565,2,278,D04,2016-07-23 07:16:05,2016-07-23 06:48:33,2016-07-23_8
8,785,A15,2,RD,0,Normal,180,1469272580,2,316,B07,2016-07-23 07:16:20,2016-07-23 07:03:34,2016-07-23_17
6,3238,G05,1,SV,5,Normal,181,1469272595,1,84,N01,2016-07-23 07:16:35,2016-07-23 06:16:51,2016-07-23_3
6,1942,F11,2,GR,5,Normal,200,1469272630,2,170,E04,2016-07-23 07:17:10,2016-07-23 06:52:53,2016-07-23_11
6,2886,D13,1,OR,5,Normal,186,1469272640,1,113,K03,2016-07-23 07:17:20,2016-07-23 06:58:14,2016-07-23_15
6,2055,F11,2,GR,10,Normal,221,1469272640,2,283,E10,2016-07-23 07:17:20,2016-07-23 07:17:20,2016-07-23_28
6,1610,N06,2,SV,0,Normal,327,1469272650,2,335,D07,2016-07-23 07:17:30,2016-07-23 06:56:23,2016-07-23_12
6,3290,N06,2,SV,5,Normal,202,1469272650,2,1,N06,2016-07-23 07:17:30,2016-07-23 06:58:03,2016-07-23_14
6,1598,K08,2,OR,5,Normal,201,1469272650,2,247,D06,2016-07-23 07:17:30,2016-07-23 06:51:48,2016-07-23_9
6,1568,J03,2,BL,5,Normal,211,1469272655,2,271,D03,2016-07-23 07:17:35,2016-07-23 06:48:33,2016-07-23_8
6,1010,G05,1,BL,0,Normal,189,1469272675,1,115,C10,2016-07-23 07:17:55,2016-07-23 07:10:14,2016-07-23_20
8,109,B11,1,RD,5,Normal,179,1469272685,1,103,A09,2016-07-23 07:18:05,2016-07-23 06:56:38,2016-07-23_13
6,2634,G05,1,BL,5,Normal,187,1469272710,1,31,J02,2016-07-23 07:18:30,2016-07-23 07:13:34,2016-07-23_25
6,2487,N06,2,SV,20,Normal,205,1469272715,1,433,G05,2016-07-23 07:18:35,2016-07-23 07:18:35,2016-07-23_29
6,2898,D13,1,OR,5,Normal,186,1469272715,1,125,K02,2016-07-23 07:18:35,2016-07-23 06:58:14,2016-07-23_15
6,1148,C15,2,YL,20,Normal,218,1469272725,2,12,C14,2016-07-23 07:18:45,2016-07-23 07:18:45,2016-07-23_30
6,3377,N06,2,SV,5,Normal,219,1469272725,2,88,N01,2016-07-23 07:18:45,2016-07-23 07:18:45,2016-07-23_31
6,1590,K08,2,OR,5,Normal,201,1469272735,2,239,D05,2016-07-23 07:18:55,2016-07-23 06:51:48,2016-07-23_9
6,1598,N06,2,SV,5,Normal,327,1469272755,2,323,D06,2016-07-23 07:19:15,2016-07-23 06:56:23,2016-07-23_12
8,757,A15,2,RD,0,Normal,180,1469272755,2,288,B06,2016-07-23 07:19:15,2016-07-23 07:03:34,2016-07-23_17
6,1932,F11,2,GR,5,Normal,200,1469272755,2,160,E03,2016-07-23 07:19:15,2016-07-23 06:52:53,2016-07-23_11
6,1559,J03,2,BL,5,Normal,211,1469272755,2,262,D02,2016-07-23 07:19:15,2016-07-23 06:48:33,2016-07-23_8
6,1692,K08,2,OR,0,Normal,220,1469272770,2,341,D12,2016-07-23 07:19:30,2016-07-23 07:15:55,2016-07-23_27
6,944,E01,1,YL,0,Normal,208,1469272785,1,1,C15,2016-07-23 07:19:45,2016-07-23 07:19:45,2016-07-23_32
6,1137,C15,2,YL,5,Normal,218,1469272785,2,1,C15,2016-07-23 07:19:45,2016-07-23 07:18:45,2016-07-23_30
6,3370,N06,2,SV,0,Normal,219,1469272785,2,81,N02,2016-07-23 07:19:45,2016-07-23 07:18:45,2016-07-23_31
6,1024,G05,1,BL,5,Normal,189,1469272785,1,129,C09,2016-07-23 07:19:45,2016-07-23 07:10:14,2016-07-23_20
6,2911,D13,1,OR,0,Normal,186,1469272800,1,138,K01,2016-07-23 07:20:00,2016-07-23 06:58:14,2016-07-23_15
6,955,E01,1,YL,0,Normal,208,1469272825,1,12,C14,2016-07-23 07:20:25,2016-07-23 07:19:45,2016-07-23_32
6,1575,K08,2,OR,5,Normal,201,1469272825,2,224,D04,2016-07-23 07:20:25,2016-07-23 06:51:48,2016-07-23_9
8,7,B11,1,RD,5,Normal,224,1469272835,1,1,A15,2016-07-23 07:20:35,2016-07-23 07:20:35,2016-07-23_33
6,1590,N06,2,SV,0,Normal,327,1469272845,2,315,D05,2016-07-23 07:20:45,2016-07-23 06:56:23,2016-07-23_12
8,126,B11,1,RD,5,Normal,179,1469272845,1,120,A08,2016-07-23 07:20:45,2016-07-23 06:56:38,2016-07-23_13
6,2136,E10,1,GR,0,Normal,214,1469272845,1,19,F10,2016-07-23 07:20:45,2016-07-23 07:13:34,2016-07-23_24
6,1549,J03,2,BL,5,Normal,211,1469272845,2,252,D01,2016-07-23 07:20:45,2016-07-23 06:48:33,2016-07-23_8
6,1923,F11,2,GR,0,Normal,200,1469272855,2,151,E02,2016-07-23 07:20:55,2016-07-23 06:52:53,2016-07-23_11
6,2231,E01,1,YL,5,Normal,193,1469272870,1,133,F03,2016-07-23 07:21:10,2016-07-23 06:58:34,2016-07-23_16
6,3359,N06,2,SV,5,Normal,219,1469272870,2,70,N03,2016-07-23 07:21:10,2016-07-23 07:18:45,2016-07-23_31
6,2521,J03,2,BL,0,Normal,227,1469272870,2,365,G02,2016-07-23 07:21:10,2016-07-23 07:21:10,2016-07-23_34
6,2030,F11,2,GR,0,Normal,221,1469272880,2,258,E09,2016-07-23 07:21:20,2016-07-23 07:17:20,2016-07-23_28
6,3214,G05,1,SV,5,Normal,192,1469272895,1,60,N04,2016-07-23 07:21:35,2016-07-23 07:10:54,2016-07-23_22
6,1568,K08,2,OR,5,Normal,201,1469272905,2,217,D03,2016-07-23 07:21:45,2016-07-23 06:51:48,2016-07-23_9
6,1036,G05,1,BL,0,Normal,189,1469272905,1,141,C08,2016-07-23 07:21:45,2016-07-23 07:10:14,2016-07-23_20
8,731,A15,2,RD,0,Normal,180,1469272915,2,262,B05,2016-07-23 07:21:55,2016-07-23 07:03:34,2016-07-23_17
6,1330,J03,2,BL,0,Normal,211,1469272925,2,246,C01,2016-07-23 07:22:05,2016-07-23 06:48:33,2016-07-23_8
6,3352,N06,2,SV,0,Normal,219,1469272935,2,63,N04,2016-07-23 07:22:15,2016-07-23 07:18:45,2016-07-23_31
6,2557,N06,2,SV,5,Normal,205,1469272935,2,423,G04,2016-07-23 07:22:15,2016-07-23 07:18:35,2016-07-23_29
6,1670,K08,2,OR,0,Normal,220,1469272935,2,319,D11,2016-07-23 07:22:15,2016-07-23 07:15:55,2016-07-23_27
6,1092,D13,1,OR,5,Normal,186,1469272945,1,157,C05,2016-07-23 07:22:25,2016-07-23 06:58:14,2016-07-23_15
6,1911,F11,2,GR,0,Normal,200,1469272945,2,139,E01,2016-07-23 07:22:25,2016-07-23 06:52:53,2016-07-23_11
6,969,E01,1,YL,5,Normal,208,1469272955,1,26,C13,2016-07-23 07:22:35,2016-07-23 07:19:45,2016-07-23_32
6,1575,N06,2,SV,5,Normal,327,1469272955,2,300,D04,2016-07-23 07:22:35,2016-07-23 06:56:23,2016-07-23_12
8,133,B11,1,RD,5,Normal,179,1469272955,1,127,A07,2016-07-23 07:22:35,2016-07-23 06:56:38,2016-07-23_13
8,846,A15,2,RD,5,Normal,215,1469272955,2,377,B10,2016-07-23 07:22:35,2016-07-23 07:15:25,2016-07-23_26
6,2241,E01,1,YL,5,Normal,193,1469272965,1,143,F02,2016-07-23 07:22:45,2016-07-23 06:58:34,2016-07-23_16
6,3221,G05,1,SV,0,Normal,192,1469273005,1,67,N03,2016-07-23 07:23:25,2016-07-23 07:10:54,2016-07-23_22
6,1559,K08,2,OR,0,Normal,201,1469273005,2,208,D02,2016-07-23 07:23:25,2016-07-23 06:51:48,2016-07-23_9
6,1052,G05,1,BL,0,Normal,189,1469273005,1,157,C07,2016-07-23 07:23:25,2016-07-23 07:10:14,2016-07-23_20
6,2154,E10,1,GR,5,Normal,214,1469273020,1,37,F09,2016-07-23 07:23:40,2016-07-23 07:13:34,2016-07-23_24
6,1568,N06,2,SV,0,Normal,327,1469273025,2,293,D03,2016-07-23 07:23:45,2016-07-23 06:56:23,2016-07-23_12
6,2506,J03,2,BL,5,Normal,227,1469273025,2,350,G01,2016-07-23 07:23:45,2016-07-23 07:21:10,2016-07-23_34
6,1323,J03,2,BL,5,Normal,211,1469273025,2,239,C02,2016-07-23 07:23:45,2016-07-23 06:48:33,2016-07-23_8
8,717,A15,2,RD,0,Normal,180,1469273046,2,248,B04,2016-07-23 07:24:06,2016-07-23 07:03:34,2016-07-23_17
6,2246,E01,1,YL,0,Normal,193,1469273055,1,148,F01,2016-07-23 07:24:15,2016-07-23 06:58:34,2016-07-23_16
6,976,E01,1,YL,5,Normal,208,1469273065,1,33,C12,2016-07-23 07:24:25,2016-07-23 07:19:45,2016-07-23_32
6,1657,K08,2,OR,5,Normal,220,1469273065,2,306,D10,2016-07-23 07:24:25,2016-07-23 07:15:55,2016-07-23_27
6,1899,F11,2,GR,5,Normal,200,1469273065,2,127,F01,2016-07-23 07:24:25,2016-07-23 06:52:53,2016-07-23_11
6,2537,N06,2,SV,0,Normal,205,1469273080,2,403,G03,2016-07-23 07:24:40,2016-07-23 07:18:35,2016-07-23_29
6,2844,G05,1,SV,5,Normal,181,1469273080,1,141,K05,2016-07-23 07:24:40,2016-07-23 06:16:51,2016-07-23_3
6,2009,F11,2,GR,0,Normal,221,1469273080,2,237,E08,2016-07-23 07:24:40,2016-07-23 07:17:20,2016-07-23_28
6,2574,J03,2,BL,5,Normal,204,1469273080,2,418,G05,2016-07-23 07:24:40,2016-07-23 07:24:40,2016-07-23_35
6,969,G05,1,BL,5,Normal,187,1469273080,1,74,C13,2016-07-23 07:24:40,2016-07-23 07:13:34,2016-07-23_25
6,1549,K08,2,OR,0,Normal,201,1469273090,2,198,D01,2016-07-23 07:24:50,2016-07-23 06:51:48,2016-07-23_9
8,142,B11,1,RD,0,Normal,179,1469273095,1,136,A06,2016-07-23 07:24:55,2016-07-23 06:56:38,2016-07-23_13
0,2954,K08,2,OR,0,Normal,216,1469273105,2,22,K07,2016-07-23 07:25:05,2016-07-23 07:25:05,2016-07-23_36
6,1105,D13,1,OR,0,Normal,186,1469273105,1,170,C04,2016-07-23 07:25:05,2016-07-23 06:58:14,2016-07-23_15
6,1310,J03,2,BL,0,Normal,211,1469273115,2,226,C03,2016-07-23 07:25:15,2016-07-23 06:48:33,2016-07-23_8
6,1559,N06,2,SV,0,Normal,327,1469273135,2,284,D02,2016-07-23 07:25:35,2016-07-23 06:56:23,2016-07-23_12
6,3232,G05,1,SV,0,Normal,192,1469273135,1,78,N02,2016-07-23 07:25:35,2016-07-23 07:10:54,2016-07-23_22
8,828,A15,2,RD,0,Normal,215,1469273135,2,359,B09,2016-07-23 07:25:35,2016-07-23 07:15:25,2016-07-23_26
6,2376,F11,2,GR,5,Normal,200,1469273160,2,122,F02,2016-07-23 07:26:00,2016-07-23 06:52:53,2016-07-23_11
6,1330,K08,2,OR,0,Normal,201,1469273165,2,192,C01,2016-07-23 07:26:05,2016-07-23 06:51:48,2016-07-23_9
6,2170,E10,1,GR,0,Normal,214,1469273165,1,53,F08,2016-07-23 07:26:05,2016-07-23 07:13:34,2016-07-23_24
6,1753,E01,1,YL,0,Normal,193,1469273175,1,158,E01,2016-07-23 07:26:15,2016-07-23 06:58:34,2016-07-23_16
6,1643,K08,2,OR,0,Normal,220,1469273175,2,292,D09,2016-07-23 07:26:15,2016-07-23 07:15:55,2016-07-23_27
6,976,G05,1,BL,5,Normal,187,1469273175,1,81,C12,2016-07-23 07:26:15,2016-07-23 07:13:34,2016-07-23_25
6,1070,G05,1,BL,5,Normal,189,1469273185,1,175,C06,2016-07-23 07:26:25,2016-07-23 07:10:14,2016-07-23_20
