CarCount,CircuitId,DestinationStationCode,DirectionNum,LineCode,SecondsAtLocation,ServiceType,TrainId,retrieved_on,Track,SeqNum,StationCode,Time,StartTime,TripId
6,3370,N06,2,SV,0,Normal,136,1469875900,2,81,N02,2016-07-30 06:51:40,2016-07-30 06:50:49,2016-07-30_14
8,2183,E10,1,GR,0,Normal,134,1469875900,1,66,F07,2016-07-30 06:51:40,2016-07-30 06:36:24,2016-07-30_8
8,232,A15,2,RD,0,Normal,121,1469875924,2,23,A14,2016-07-30 06:52:04,2016-07-30 05:48:31,2016-07-30_0
6,2933,D13,1,OR,0,Normal,130,1469876005,2,1,K08,2016-07-30 06:53:25,2016-07-30 06:53:25,2016-07-30_16
8,2199,E10,1,GR,5,Normal,134,1469876005,1,82,F06,2016-07-30 06:53:25,2016-07-30 06:36:24,2016-07-30_8
6,1148,C15,2,YL,30,Normal,137,1469876025,2,12,C14,2016-07-30 06:53:45,2016-07-30 06:53:45,2016-07-30_17
6,3359,N06,2,SV,0,Normal,136,1469876025,2,70,N03,2016-07-30 06:53:45,2016-07-30 06:50:49,2016-07-30_14
6,1971,F11,2,GR,5,Normal,133,1469876085,2,199,E06,2016-07-30 06:54:45,2016-07-30 06:35:23,2016-07-30_7
6,944,C15,2,YL,0,Normal,137,1469876095,1,1,C15,2016-07-30 06:54:55,2016-07-30 06:53:45,2016-07-30_17
6,3352,N06,2,SV,0,Normal,136,1469876110,2,63,N04,2016-07-30 06:55:10,2016-07-30 06:50:49,2016-07-30_14
8,210,A15,2,RD,5,Normal,121,1469876125,2,1,A15,2016-07-30 06:55:25,2016-07-30 05:48:31,2016-07-30_0
6,1711,K04,2,OR,10,Normal,143,1469876125,2,360,D13,2016-07-30 06:55:25,2016-07-30 06:55:25,2016-07-30_18
8,2208,E10,1,GR,5,Normal,134,1469876135,1,91,F05,2016-07-30 06:55:35,2016-07-30 06:36:24,2016-07-30_8
6,2118,E10,1,GR,15,Normal,141,1469876145,1,1,F11,2016-07-30 06:55:45,2016-07-30 06:55:45,2016-07-30_19
6,2557,J03,2,BL,0,Normal,285,1469876185,2,401,G04,2016-07-30 06:56:25,2016-07-30 06:29:48,2016-07-30_5
6,2487,N06,2,SV,0,Normal,127,1469876195,1,433,G05,2016-07-30 06:56:35,2016-07-30 06:56:35,2016-07-30_20
8,2219,E10,1,GR,0,Normal,134,1469876215,1,102,F04,2016-07-30 06:56:55,2016-07-30 06:36:24,2016-07-30_8
6,1956,F11,2,GR,5,Normal,133,1469876230,2,184,E05,2016-07-30 06:57:10,2016-07-30 06:35:23,2016-07-30_7
6,944,E01,1,YL,0,Normal,137,1469876295,1,1,C15,2016-07-30 06:58:15,2016-07-30 06:58:15,2016-07-30_21
6,1148,C15,2,YL,30,Normal,142,1469876295,2,12,C14,2016-07-30 06:58:15,2016-07-30 06:58:15,2016-07-30_22
8,210,B11,1,RD,0,Normal,121,1469876310,2,1,A15,2016-07-30 06:58:30,2016-07-30 06:58:30,2016-07-30_23
8,2231,E10,1,GR,5,Normal,134,1469876310,1,114,F03,2016-07-30 06:58:30,2016-07-30 06:36:24,2016-07-30_8
6,1137,C15,2,YL,5,Normal,142,1469876350,2,1,C15,2016-07-30 06:59:10,2016-07-30 06:58:15,2016-07-30_22
6,2487,K04,1,SV,97,Normal,127,1469876365,1,433,G05,2016-07-30 06:59:25,2016-07-30 06:59:25,2016-07-30_24
6,1942,F11,2,GR,5,Normal,133,1469876365,2,170,E04,2016-07-30 06:59:25,2016-07-30 06:35:23,2016-07-30_7
6,2537,J03,2,BL,0,Normal,285,1469876365,2,381,G03,2016-07-30 06:59:25,2016-07-30 06:29:48,2016-07-30_5
6,955,E01,1,YL,0,Normal,137,1469876425,1,12,C14,2016-07-30 07:00:25,2016-07-30 06:58:15,2016-07-30_21
8,2241,E10,1,GR,5,Normal,134,1469876425,1,124,F02,2016-07-30 07:00:25,2016-07-30 06:36:24,2016-07-30_8
8,2246,E10,1,GR,0,Normal,134,1469876455,1,129,F01,2016-07-30 07:00:55,2016-07-30 06:36:24,2016-07-30_8
6,1932,F11,2,GR,0,Normal,133,1469876485,2,160,E03,2016-07-30 07:01:25,2016-07-30 06:35:23,2016-07-30_7
6,2521,J03,2,BL,5,Normal,285,1469876485,2,365,G02,2016-07-30 07:01:25,2016-07-30 06:29:48,2016-07-30_5
6,3290,N06,2,SV,0,Normal,136,1469876525,2,1,N06,2016-07-30 07:02:05,2016-07-30 06:50:49,2016-07-30_14
8,1753,E10,1,GR,0,Normal,134,1469876545,1,139,E01,2016-07-30 07:02:25,2016-07-30 06:36:24,2016-07-30_8
6,2557,K04,2,SV,0,Normal,127,1469876555,2,423,G04,2016-07-30 07:02:35,2016-07-30 06:59:25,2016-07-30_24
6,1692,K04,2,OR,0,Normal,143,1469876555,2,341,D12,2016-07-30 07:02:35,2016-07-30 06:55:25,2016-07-30_18
6,1923,F11,2,GR,5,Normal,133,1469876600,2,151,E02,2016-07-30 07:03:20,2016-07-30 06:35:23,2016-07-30_7
6,2136,E10,1,GR,0,Normal,141,1469876600,1,19,F10,2016-07-30 07:03:20,2016-07-30 06:55:45,2016-07-30_19
8,1764,E10,1,GR,0,Normal,134,1469876600,1,150,E02,2016-07-30 07:03:20,2016-07-30 06:36:24,2016-07-30_8
6,2030,F11,2,GR,0,Normal,135,1469876620,2,258,E09,2016-07-30 07:03:40,2016-07-30 06:45:34,2016-07-30_11
8,32,B11,1,RD,5,Normal,121,1469876635,1,26,A14,2016-07-30 07:03:55,2016-07-30 06:58:30,2016-07-30_23
6,2506,J03,2,BL,0,Normal,285,1469876635,2,350,G01,2016-07-30 07:03:55,2016-07-30 06:29:48,2016-07-30_5
6,969,E01,1,YL,5,Normal,137,1469876645,1,26,C13,2016-07-30 07:04:05,2016-07-30 06:58:15,2016-07-30_21
8,1773,E10,1,GR,5,Normal,134,1469876645,1,159,E03,2016-07-30 07:04:05,2016-07-30 06:36:24,2016-07-30_8
6,2634,G05,1,BL,0,Normal,131,1469876645,1,31,J02,2016-07-30 07:04:05,2016-07-30 06:45:14,2016-07-30_10
6,1911,F11,2,GR,0,Normal,133,1469876680,2,139,E01,2016-07-30 07:04:40,2016-07-30 06:35:23,2016-07-30_7
8,652,A15,2,RD,307,Normal,122,1469876685,1,388,B11,2016-07-30 07:04:45,2016-07-30 07:04:45,2016-07-30_25
6,1148,C15,2,YL,30,Normal,147,1469876695,2,12,C14,2016-07-30 07:04:55,2016-07-30 07:04:55,2016-07-30_26
6,2537,K04,2,SV,5,Normal,127,1469876705,2,403,G03,2016-07-30 07:05:05,2016-07-30 06:59:25,2016-07-30_24
6,2604,J03,2,BL,25,Normal,125,1469876725,1,1,J03,2016-07-30 07:05:25,2016-07-30 06:13:12,2016-07-30_1
8,1782,E10,1,GR,5,Normal,134,1469876740,1,168,E04,2016-07-30 07:05:40,2016-07-30 06:36:24,2016-07-30_8
6,976,E01,1,YL,5,Normal,137,1469876745,1,33,C12,2016-07-30 07:05:45,2016-07-30 06:58:15,2016-07-30_21
6,1670,K04,2,OR,5,Normal,143,1469876745,2,319,D11,2016-07-30 07:05:45,2016-07-30 06:55:25,2016-07-30_18
6,944,C15,2,YL,5,Normal,147,1469876760,1,1,C15,2016-07-30 07:06:00,2016-07-30 07:04:55,2016-07-30_26
6,2154,E10,1,GR,0,Normal,141,1469876765,1,37,F09,2016-07-30 07:06:05,2016-07-30 06:55:45,2016-07-30_19
6,1899,F11,2,GR,0,Normal,133,1469876785,2,127,F01,2016-07-30 07:06:25,2016-07-30 06:35:23,2016-07-30_7
6,3377,N06,2,SV,10,Normal,148,1469876805,2,88,N01,2016-07-30 07:06:45,2016-07-30 07:06:45,2016-07-30_27
6,2521,K04,2,SV,0,Normal,127,1469876820,2,387,G02,2016-07-30 07:07:00,2016-07-30 06:59:25,2016-07-30_24
6,2009,F11,2,GR,5,Normal,135,1469876820,2,237,E08,2016-07-30 07:07:00,2016-07-30 06:45:34,2016-07-30_11
8,1796,E10,1,GR,5,Normal,134,1469876830,1,182,E05,2016-07-30 07:07:10,2016-07-30 06:36:24,2016-07-30_8
8,846,A15,2,RD,5,Normal,122,1469876855,2,377,B10,2016-07-30 07:07:35,2016-07-30 07:04:45,2016-07-30_25
6,3370,N06,2,SV,5,Normal,148,1469876865,2,81,N02,2016-07-30 07:07:45,2016-07-30 07:06:45,2016-07-30_27
6,2376,F11,2,GR,5,Normal,133,1469876865,2,122,F02,2016-07-30 07:07:45,2016-07-30 06:35:23,2016-07-30_7
6,1657,K04,2,OR,0,Normal,143,1469876875,2,306,D10,2016-07-30 07:07:55,2016-07-30 06:55:25,2016-07-30_18
8,251,B11,1,RD,0,Normal,121,1469876885,2,42,A13,2016-07-30 07:08:05,2016-07-30 06:58:30,2016-07-30_23
6,2170,E10,1,GR,5,Normal,141,1469876915,1,53,F08,2016-07-30 07:08:35,2016-07-30 06:55:45,2016-07-30_19
6,1618,J03,2,BL,5,Normal,285,1469876925,2,321,D08,2016-07-30 07:08:45,2016-07-30 06:29:48,2016-07-30_5
6,3359,N06,2,SV,0,Normal,148,1469876935,2,70,N03,2016-07-30 07:08:55,2016-07-30 07:06:45,2016-07-30_27
6,2364,F11,2,GR,0,Normal,133,1469876955,2,110,F03,2016-07-30 07:09:15,2016-07-30 06:35:23,2016-07-30_7
6,969,G05,1,BL,5,Normal,131,1469876955,1,74,C13,2016-07-30 07:09:15,2016-07-30 06:45:14,2016-07-30_10
6,2506,K04,2,SV,5,Normal,127,1469876970,2,372,G01,2016-07-30 07:09:30,2016-07-30 06:59:25,2016-07-30_24
6,1992,F11,2,GR,5,Normal,135,1469876970,2,220,E07,2016-07-30 07:09:30,2016-07-30 06:45:34,2016-07-30_11
8,1809,E10,1,GR,0,Normal,134,1469876970,1,195,E06,2016-07-30 07:09:30,2016-07-30 06:36:24,2016-07-30_8
6,3352,N06,2,SV,5,Normal,148,1469877005,2,63,N04,2016-07-30 07:10:05,2016-07-30 07:06:45,2016-07-30_27
6,1643,K04,2,OR,5,Normal,143,1469877005,2,292,D09,2016-07-30 07:10:05,2016-07-30 06:55:25,2016-07-30_18
6,1010,E01,1,YL,0,Normal,137,1469877016,1,67,C10,2016-07-30 07:10:16,2016-07-30 06:58:15,2016-07-30_21
8,828,A15,2,RD,5,Normal,122,1469877026,2,359,B09,2016-07-30 07:10:26,2016-07-30 07:04:45,2016-07-30_25
6,1610,J03,2,BL,5,Normal,285,1469877036,2,313,D07,2016-07-30 07:10:36,2016-07-30 06:29:48,2016-07-30_5
6,2183,E10,1,GR,5,Normal,141,1469877061,1,66,F07,2016-07-30 07:11:01,2016-07-30 06:55:45,2016-07-30_19
6,976,G05,1,BL,5,Normal,131,1469877061,1,81,C12,2016-07-30 07:11:01,2016-07-30 06:45:14,2016-07-30_10
8,260,B11,1,RD,5,Normal,121,1469877066,2,51,A12,2016-07-30 07:11:06,2016-07-30 06:58:30,2016-07-30_23
6,2352,F11,2,GR,0,Normal,133,1469877066,2,98,F04,2016-07-30 07:11:06,2016-07-30 06:35:23,2016-07-30_7
6,2055,C10,2,GR,0,Normal,150,1469877086,2,283,E10,2016-07-30 07:11:26,2016-07-30 07:11:26,2016-07-30_28
6,2055,E03,2,GR,10,Normal,150,1469877096,2,283,E10,2016-07-30 07:11:36,2016-07-30 07:11:36,2016-07-30_29
6,2055,F11,2,GR,20,Normal,150,1469877106,2,283,E10,2016-07-30 07:11:46,2016-07-30 07:11:46,2016-07-30_30
6,2604,G05,1,BL,403,Normal,125,1469877106,1,1,J03,2016-07-30 07:11:46,2016-07-30 07:11:46,2016-07-30_31
6,2055,E03,2,GR,30,Normal,150,1469877116,2,283,E10,2016-07-30 07:11:56,2016-07-30 07:11:56,2016-07-30_32
6,1024,E01,1,YL,0,Normal,137,1469877126,1,81,C09,2016-07-30 07:12:06,2016-07-30 06:58:15,2016-07-30_21
8,1833,E10,1,GR,0,Normal,134,1469877126,1,219,E07,2016-07-30 07:12:06,2016-07-30 06:36:24,2016-07-30_8
6,1598,J03,2,BL,0,Normal,285,1469877126,2,301,D06,2016-07-30 07:12:06,2016-07-30 06:29:48,2016-07-30_5
6,2055,F06,2,GR,51,Normal,150,1469877136,2,283,E10,2016-07-30 07:12:16,2016-07-30 07:12:16,2016-07-30_33
6,1971,F11,2,GR,5,Normal,135,1469877161,2,199,E06,2016-07-30 07:12:41,2016-07-30 06:45:34,2016-07-30_11
6,2342,F11,2,GR,5,Normal,133,1469877161,2,88,F05,2016-07-30 07:12:41,2016-07-30 06:35:23,2016-07-30_7
6,1137,E01,1,YL,10,Normal,142,1469877166,2,1,C15,2016-07-30 07:12:46,2016-07-30 07:12:46,2016-07-30_34
6,2055,F11,2,GR,81,Normal,150,1469877166,2,283,E10,2016-07-30 07:12:46,2016-07-30 07:12:46,2016-07-30_35
6,2199,E10,1,GR,5,Normal,141,1469877196,1,82,F06,2016-07-30 07:13:16,2016-07-30 06:55:45,2016-07-30_19
8,809,A15,2,RD,5,Normal,122,1469877206,2,340,B08,2016-07-30 07:13:26,2016-07-30 07:04:45,2016-07-30_25
8,2118,E10,1,GR,5,Normal,149,1469877206,1,1,F11,2016-07-30 07:13:26,2016-07-30 07:13:26,2016-07-30_36
6,1590,J03,2,BL,0,Normal,285,1469877206,2,293,D05,2016-07-30 07:13:26,2016-07-30 06:29:48,2016-07-30_5
6,1036,E01,1,YL,0,Normal,137,1469877231,1,93,C08,2016-07-30 07:13:51,2016-07-30 06:58:15,2016-07-30_21
8,868,A15,2,RD,30,Normal,152,1469877236,2,399,B11,2016-07-30 07:13:56,2016-07-30 07:13:56,2016-07-30_37
8,1850,E10,1,GR,0,Normal,134,1469877266,1,236,E08,2016-07-30 07:14:26,2016-07-30 06:36:24,2016-07-30_8
6,2333,F11,2,GR,0,Normal,133,1469877276,2,79,F06,2016-07-30 07:14:36,2016-07-30 06:35:23,2016-07-30_7
6,1575,J03,2,BL,5,Normal,285,1469877301,2,278,D04,2016-07-30 07:15:01,2016-07-30 06:29:48,2016-07-30_5
8,7,B11,1,RD,10,Normal,153,1469877306,1,1,A15,2016-07-30 07:15:06,2016-07-30 07:15:06,2016-07-30_38
6,1052,E01,1,YL,0,Normal,137,1469877331,1,109,C07,2016-07-30 07:15:31,2016-07-30 06:58:15,2016-07-30_21
6,2709,J03,2,BL,15,Normal,151,1469877331,2,31,J02,2016-07-30 07:15:31,2016-07-30 07:15:31,2016-07-30_39
6,1956,F11,2,GR,5,Normal,135,1469877336,2,184,E05,2016-07-30 07:15:36,2016-07-30 06:45:34,2016-07-30_11
6,2208,E10,1,GR,5,Normal,141,1469877346,1,91,F05,2016-07-30 07:15:46,2016-07-30 06:55:45,2016-07-30_19
6,955,E01,1,YL,0,Normal,142,1469877356,1,12,C14,2016-07-30 07:15:56,2016-07-30 07:12:46,2016-07-30_34
8,80,B11,1,RD,0,Normal,121,1469877356,1,74,A11,2016-07-30 07:15:56,2016-07-30 06:58:30,2016-07-30_23
6,1568,J03,2,BL,0,Normal,285,1469877356,2,271,D03,2016-07-30 07:15:56,2016-07-30 06:29:48,2016-07-30_5
8,785,A15,2,RD,0,Normal,122,1469877366,2,316,B07,2016-07-30 07:16:06,2016-07-30 07:04:45,2016-07-30_25
6,2557,J03,2,BL,5,Normal,177,1469877386,2,401,G04,2016-07-30 07:16:26,2016-07-30 06:51:09,2016-07-30_15
6,1618,K04,2,OR,5,Normal,143,1469877396,2,267,D08,2016-07-30 07:16:36,2016-07-30 06:55:25,2016-07-30_18
6,2317,F11,2,GR,0,Normal,133,1469877396,2,63,F07,2016-07-30 07:16:36,2016-07-30 06:35:23,2016-07-30_7
6,1711,K04,2,OR,15,Normal,154,1469877416,2,360,D13,2016-07-30 07:16:56,2016-07-30 07:16:56,2016-07-30_40
8,1871,E10,1,GR,0,Normal,134,1469877416,1,257,E09,2016-07-30 07:16:56,2016-07-30 06:36:24,2016-07-30_8
6,3290,N06,2,SV,5,Normal,148,1469877436,2,1,N06,2016-07-30 07:17:16,2016-07-30 07:06:45,2016-07-30_27
6,1010,G05,1,BL,5,Normal,131,1469877436,1,115,C10,2016-07-30 07:17:16,2016-07-30 06:45:14,2016-07-30_10
6,2219,E10,1,GR,5,Normal,141,1469877446,1,102,F04,2016-07-30 07:17:26,2016-07-30 06:55:45,2016-07-30_19
6,1559,J03,2,BL,5,Normal,285,1469877446,2,262,D02,2016-07-30 07:17:26,2016-07-30 06:29:48,2016-07-30_5
6,969,E01,1,YL,0,Normal,142,1469877456,1,26,C13,2016-07-30 07:17:36,2016-07-30 07:12:46,2016-07-30_34
8,2136,E10,1,GR,5,Normal,149,1469877471,1,19,F10,2016-07-30 07:17:51,2016-07-30 07:13:26,2016-07-30_36
6,1942,F11,2,GR,0,Normal,135,1469877476,2,170,E04,2016-07-30 07:17:56,2016-07-30 06:45:34,2016-07-30_11
6,1618,K04,2,SV,5,Normal,127,1469877506,2,343,D08,2016-07-30 07:18:26,2016-07-30 06:59:25,2016-07-30_24
6,1610,K04,2,OR,5,Normal,143,1469877506,2,259,D07,2016-07-30 07:18:26,2016-07-30 06:55:25,2016-07-30_18
6,2303,F11,2,GR,5,Normal,133,1469877531,2,49,F08,2016-07-30 07:18:51,2016-07-30 06:35:23,2016-07-30_7
6,2487,K04,1,SV,25,Normal,123,1469877546,1,433,G05,2016-07-30 07:19:06,2016-07-30 07:19:06,2016-07-30_41
6,2634,G05,1,BL,5,Normal,125,1469877546,1,31,J02,2016-07-30 07:19:06,2016-07-30 07:11:46,2016-07-30_31
6,976,E01,1,YL,0,Normal,142,1469877556,1,33,C12,2016-07-30 07:19:16,2016-07-30 07:12:46,2016-07-30_34
6,1549,J03,2,BL,5,Normal,285,1469877556,2,252,D01,2016-07-30 07:19:16,2016-07-30 06:29:48,2016-07-30_5
8,757,A15,2,RD,5,Normal,122,1469877566,2,288,B06,2016-07-30 07:19:26,2016-07-30 07:04:45,2016-07-30_25
6,2537,J03,2,BL,5,Normal,177,1469877566,2,381,G03,2016-07-30 07:19:26,2016-07-30 06:51:09,2016-07-30_15
8,95,B11,1,RD,0,Normal,121,1469877576,1,89,A10,2016-07-30 07:19:36,2016-07-30 06:58:30,2016-07-30_23
6,2231,E10,1,GR,0,Normal,141,1469877576,1,114,F03,2016-07-30 07:19:36,2016-07-30 06:55:45,2016-07-30_19
6,1692,K04,2,OR,0,Normal,154,1469877586,2,341,D12,2016-07-30 07:19:46,2016-07-30 07:16:56,2016-07-30_40
6,1598,K04,2,OR,0,Normal,143,1469877596,2,247,D06,2016-07-30 07:19:56,2016-07-30 06:55:25,2016-07-30_18
6,2604,J03,2,BL,0,Normal,151,1469877596,1,1,J03,2016-07-30 07:19:56,2016-07-30 07:15:31,2016-07-30_39
6,2870,D13,1,OR,0,Normal,132,1469877606,1,97,K04,2016-07-30 07:20:06,2016-07-30 07:20:06,2016-07-30_42
6,2030,F11,2,GR,0,Normal,150,1469877626,2,258,E09,2016-07-30 07:20:26,2016-07-30 07:12:46,2016-07-30_35
6,1932,F11,2,GR,0,Normal,135,1469877626,2,160,E03,2016-07-30 07:20:26,2016-07-30 06:45:34,2016-07-30_11
6,1330,J03,2,BL,5,Normal,285,1469877626,2,246,C01,2016-07-30 07:20:26,2016-07-30 06:29:48,2016-07-30_5
6,1024,G05,1,BL,5,Normal,131,1469877626,1,129,C09,2016-07-30 07:20:26,2016-07-30 06:45:14,2016-07-30_10
6,2604,G05,1,BL,0,Normal,151,1469877646,1,1,J03,2016-07-30 07:20:46,2016-07-30 07:20:46,2016-07-30_43
6,2291,F11,2,GR,5,Normal,133,1469877656,2,37,F09,2016-07-30 07:20:56,2016-07-30 06:35:23,2016-07-30_7
6,2604,J03,2,BL,20,Normal,151,1469877671,1,1,J03,2016-07-30 07:21:11,2016-07-30 07:21:11,2016-07-30_44
6,2231,E01,1,YL,0,Normal,137,1469877676,1,133,F03,2016-07-30 07:21:16,2016-07-30 06:58:15,2016-07-30_21
8,2154,E10,1,GR,5,Normal,149,1469877676,1,37,F09,2016-07-30 07:21:16,2016-07-30 07:13:26,2016-07-30_36
6,1590,K04,2,OR,0,Normal,143,1469877691,2,239,D05,2016-07-30 07:21:31,2016-07-30 06:55:25,2016-07-30_18
6,2241,E10,1,GR,0,Normal,141,1469877691,1,124,F02,2016-07-30 07:21:31,2016-07-30 06:55:45,2016-07-30_19
